name|numLocations|type|address|website|state|brewery_id
Bruuveri|1|BOP-BrewOnPremise|not listed|not listed|indiana|18739
Boquébière|1|MultitapBar|not listed|not listed|arkansas|18796
Big Daddy's|1|BOP-BrewOnPremise-Closed|not listed|not listed|south-dakota|18800
River Company Restaurant & Brewery|1|ContractBrewery-Closed|not listed|not listed|hawaii|18810
Vertigo Brewing|1|Microbrewery|not listed|not listed|maine|18816
Freetail Brewing Company|1|Brewpub-Closed|not listed|not listed|california|18823
Brasserie Artisanale De La Crécelle|1|BOP-BrewOnPremise-Closed|not listed|not listed|georgia|18842
Brasserie Artisanale Savoyarde - B.A.S.|1|Microbrewery-Closed|not listed|not listed|oregon|18845
Brasserie D'Olt|1|ContractBrewery-Closed|not listed|not listed|north-carolina|18846
Brasserie d'Orgemont|1|BOP-BrewOnPremise|not listed|not listed|oregon|18847
Ferme Brasserie Garland|1|BOP-BrewOnPremise|not listed|not listed|washington-dc|18848
Brasserie Henri Monier|1|Brewpub-Closed|not listed|not listed|michigan|18849
La Cagole|1|ContractBrewery-Closed|not listed|not listed|oregon|18850
Öufi Brauerei|1|ContractBrewery|not listed|not listed|ohio|18851
The Three Tuns Brewery|1|Brewpub|not listed|not listed|washington|18852
Plockton Brewery|1|MultitapBar|not listed|not listed|iowa|18853
New Orleans Lager & Ale Brewing Company (NOLA)|1|RegionalBrewery|not listed|not listed|maine|18854
The Backyard Brewhouse|1|BOP-BrewOnPremise|not listed|not listed|south-dakota|18856
Blue House Mediterranean Cafe|1|BOP-BrewOnPremise-Closed|not listed|not listed|massachusetts|18857
Driftwood Brewery|1|BOP-BrewOnPremise-Closed|not listed|not listed|rhode-island|18858
Rabbit's Foot Meadery|1|Mircobrewery|not listed|not listed|iowa|18874
Den Heischter|1|Brewpub-Closed|not listed|not listed|delaware|18878
Chuckanut Brewery & Kitchen|1|Brewpub|not listed|not listed|new-mexico|18879
Bogota Beer Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|wyoming|18881
Cerveza Artesanal BarbaRoja|1|Microbrewery|not listed|not listed|washington-dc|18889
La Brasserie de Fleurac|1|Microbrewery-Closed|not listed|not listed|ohio|18893
Triscele Srl|1|Mircobrewery|not listed|not listed|minnesota|18894
Cervejaria Wäls|1|ContractBrewery-Closed|not listed|not listed|virginia|18899
3 Cordilleras|1|BOP-BrewOnPremise-Closed|not listed|not listed|ohio|18902
Indigo Imp Brewery|1|RegionalBrewery|not listed|not listed|michigan|18915
Bodega 1800 Import & Export Corporation|1|Microbrewery|not listed|not listed|montana|18927
Cave Mountain Brewing Company|1|ContractBrewery-Closed|not listed|not listed|illinois|18946
Nyckel-Bryggerier|1|RegionalBrewery|not listed|not listed|maryland|18954
Brasseries Star Madagascar|1|RegionalBrewery|not listed|not listed|delaware|18963
Appalachian Brewing Company|1|BOP-BrewOnPremise|not listed|not listed|oklahoma|18968
Joseph James Brewing Inc.|1|MultitapBar|not listed|not listed|nebraska|18990
Captured By Porches Brewing Company|1|ContractBrewery-Closed|not listed|not listed|rhode-island|18997
Brasserie De La Creuse|1|Microbrewery-Closed|not listed|not listed|hawaii|19001
Brasserie De La Vallée De Chevreuse|1|Brewpub|not listed|not listed|georgia|19002
Bull & Bones Brewhaus & Grill|1|Brewpub-Closed|not listed|not listed|pennsylvania|19012
Colorado Boy Pub & Brewery|1|MultitapBar|not listed|not listed|alabama|19016
AS Puls Brewery|1|ContractBrewery|not listed|not listed|indiana|19030
La Gastaldia|1|Mircobrewery|not listed|not listed|massachusetts|19069
Brasserie des Fontaines|1|Contract|not listed|not listed|vermont|19089
Bays Brewery Ltd.|1|ContractBrewery|not listed|not listed|montana|19101
Yak and Yeti|1|BOP-BrewOnPremise|not listed|not listed|kentucky|19114
Brauhaus Goslar|1|Brewpub-Closed|not listed|not listed|virginia|19123
Lonerider Brewing|1|MultitapBar|not listed|not listed|new-york|19126
Metropolitan Brewing|1|MultitapBar|not listed|not listed|puerto-rico|19127
Birreria San Gabriel|1|Microbrewery|not listed|not listed|california|19131
Brasserie Des Vignes|1|Brewpub|not listed|not listed|colorado|19139
La Brasserie du Caou|1|Mircobrewery|not listed|not listed|south-carolina|19141
La Brasserie du Pays Flamand|1|Microbrewery-Closed|not listed|not listed|arizona|19143
Fentimans Ltd.|1|Microbrewery-Closed|not listed|not listed|south-dakota|19144
Brasserie Larché|1|BOP-BrewOnPremise|not listed|not listed|kentucky|19145
Browar Konstancin|1|ContractBrewery|not listed|not listed|north-carolina|19146
BirrOne|1|Contract|not listed|not listed|nebraska|19150
Bierbrouwerij Openluchtmuseum Arnhem|1|Mircobrewery|not listed|not listed|illinois|19155
H.Nettelbeck KG|1|BOP-BrewOnPremise-Closed|not listed|not listed|illinois|19161
Liberty Street Brewing Company|1|ContractBrewery|not listed|not listed|florida|19163
Rust Belt Brewing Company|1|Microbrewery-Closed|not listed|not listed|florida|19190
Creekside Brewing Company|1|RegionalBrewery|not listed|not listed|new-hampshire|19202
Den Gale Brygger|1|BOP-BrewOnPremise-Closed|not listed|not listed|virginia|19208
Dansk Mjød A/S|1|RegionalBrewery|not listed|not listed|montana|19218
Clanconnel Brewing Company|1|Contract|not listed|not listed|maine|19223
Limestone Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|pennsylvania|19235
Lucky Bucket Brewing Co.|1|Mircobrewery|not listed|not listed|nevada|19241
The Olde Mecklenburg Brewery|1|ContractBrewery|not listed|not listed|michigan|19247
Blind Lady Ale House & Automatic Brewing Co.|1|Mircobrewery|not listed|not listed|washington|19252
Ram Restaurant And Brewery|1|RegionalBrewery|not listed|not listed|massachusetts|19284
Birra Toccalmatto|1|BOP-BrewOnPremise-Closed|not listed|not listed|maryland|19293
Belgoobeer|1|Brewpub-Closed|not listed|not listed|north-carolina|19300
Newman's Brewery|1|Brewpub-Closed|not listed|not listed|minnesota|19301
Breaker Brewing Company|1|ContractBrewery|not listed|not listed|new-jersey|19304
Bowman Ales Ltd.|1|BOP-BrewOnPremise|not listed|not listed|nevada|19313
Boylan Bridge Brewpub|1|BOP-BrewOnPremise-Closed|not listed|not listed|florida|19314
Wyken Vineyards|1|MultitapBar|not listed|not listed|washington|19317
Lovibonds Brewery Ltd|1|RegionalBrewery|not listed|not listed|maryland|19318
ShawneeCraft Brewing Company|1|Brewpub-Closed|not listed|not listed|hawaii|19321
Xbeeriment I/S|1|ContractBrewery|not listed|not listed|michigan|19348
Schlossplatzbrauerei Coepenick|1|Brewpub-Closed|not listed|not listed|idaho|19350
Zago S.r.l.|1|Microbrewery|not listed|not listed|connecticut|19362
The Red Shoot Inn & Brewery|1|Brewpub-Closed|not listed|not listed|oklahoma|19364
Hop Valley Brewing Company|1|Microbrewery|not listed|not listed|montana|19378
Mariposa Brewing Company|1|ContractBrewery|not listed|not listed|kansas|19380
Inland Empire Brewing Company|1|Mircobrewery|not listed|not listed|west-virginia|19402
JT Schmid's|1|BOP-BrewOnPremise-Closed|not listed|not listed|wyoming|19424
Pivovarský Dv&#367;r Chýn&#283;|1|Brewpub|not listed|not listed|california|19454
Donnington Brewery|1|BOP-BrewOnPremise|not listed|not listed|washington-dc|19455
Egyptian International Beverages Company|1|BOP-BrewOnPremise|not listed|not listed|vermont|19457
Beer Here|1|Brewpub-Closed|not listed|not listed|alabama|19476
Colorado Brewing Company & Boulder Draft House|1|Mircobrewery|not listed|not listed|virginia|19480
Hometown Beverages Brewing Company|1|Mircobrewery|not listed|not listed|kentucky|19490
Mt. Emily Ale House|1|Mircobrewery|not listed|not listed|rhode-island|19526
The Black Turtle Pub I|1|BOP-BrewOnPremise|not listed|not listed|new-hampshire|19528
George Wright Brewing Company|1|BOP-BrewOnPremise|not listed|not listed|connecticut|19531
Goddards Brewery|1|Mircobrewery|not listed|not listed|washington|19532
La Pubilla - Cerveza Artesanal|1|BOP-BrewOnPremise-Closed|not listed|not listed|kentucky|19536
Cerveseria Birrart|1|BOP-BrewOnPremise-Closed|not listed|not listed|north-dakota|19537
The Indian Ocean Brewhaus & Grill|1|BOP-BrewOnPremise|not listed|not listed|west-virginia|19538
The Lab Gastropub|1|ContractBrewery|not listed|not listed|kansas|19553
Kooinda Boutique Brewery|1|Brewpub|not listed|not listed|georgia|19555
Western Pacific Brewing And Dining|1|Mircobrewery|not listed|not listed|california|19570
TOMP Beer & Spirits|1|Microbrewery-Closed|not listed|not listed|washington-dc|19571
Mohawk Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|maine|19573
Riverport Brewing Company|1|Microbrewery|not listed|not listed|south-carolina|19580
Krash Brewery|1|MultitapBar|not listed|not listed|rhode-island|19582
Hofbräuhaus Pittsburgh|1|Mircobrewery|not listed|not listed|nevada|19587
Les Fous Micro Brasserie|1|ContractBrewery-Closed|not listed|not listed|wisconsin|19597
Brasserie De Monaco|1|BOP-BrewOnPremise|not listed|not listed|alabama|19601
South Pacific Brewery LTD|1|Contract|not listed|not listed|maryland|19603
Brasserie Mare Nostrum|1|MultitapBar|not listed|not listed|new-mexico|19604
Ca L'Arenys|1|Microbrewery-Closed|not listed|not listed|virginia|19606
Llupols I Llevats S.L.|1|MultitapBar|not listed|not listed|iowa|19607
West Coast Brewery|1|Brewpub|not listed|not listed|texas|19608
Aotearoa Breweries NZ Ltd.|1|Microbrewery|not listed|not listed|alaska|19609
M&#283;&#357;anský Pivovar V Poli&#269;ce, A.s.|1|Brewpub|not listed|not listed|oregon|19610
Falkner Cerveceria|1|BOP-BrewOnPremise|not listed|not listed|vermont|19611
Brouwerij 't Brouwkot|1|Brewpub-Closed|not listed|not listed|washington|19612
Rocky Mountain Brewing|1|ContractBrewery|not listed|not listed|south-dakota|19634
Taps Brewery|1|Microbrewery|not listed|not listed|new-york|19654
Brasserie de Jandrain-Jandrenouille|1|Microbrewery|not listed|not listed|iowa|19658
Cháu Tiên USA|1|RegionalBrewery|not listed|not listed|montana|19666
Yellow Cross|1|Brewpub-Closed|not listed|not listed|utah|19668
Abula Alus Dar&#299;tava|1|MultitapBar|not listed|not listed|wyoming|19675
Roppelt-Bräu Trossenfurt|1|Mircobrewery|not listed|not listed|texas|19691
Köthener Brauerei|1|Contract|not listed|not listed|nevada|19693
The Monk Brewery & Kitchen|1|RegionalBrewery|not listed|not listed|iowa|19699
Viru Õlu AS|1|Brewpub-Closed|not listed|not listed|kentucky|19720
Mill Creek Brewpub|1|Brewpub-Closed|not listed|not listed|montana|19721
MacLean's Ales Brewing|1|Microbrewery|not listed|not listed|oregon|19726
Szot Microcervecería|1|Microbrewery-Closed|not listed|not listed|north-dakota|19729
Brouwerij Danny|1|BOP-BrewOnPremise|not listed|not listed|oklahoma|19730
Valmiermuiža Alus|1|Microbrewery|not listed|not listed|connecticut|19732
Henquet|1|ContractBrewery|not listed|not listed|minnesota|19736
Rockbottom Bar & Brewery|1|Microbrewery|not listed|not listed|delaware|19739
Praforte|1|ContractBrewery-Closed|not listed|not listed|nebraska|19741
B94|1|BOP-BrewOnPremise-Closed|not listed|not listed|maine|19742
Birrificio Lariano|1|Contract|not listed|not listed|massachusetts|19743
Docks|1|ContractBrewery-Closed|not listed|not listed|massachusetts|19749
St. Francis Brewery & Restaurant|1|Contract|not listed|not listed|massachusetts|19752
Schooner Exact Brewing Company|1|Brewpub-Closed|not listed|not listed|minnesota|19764
Black Raven Brewing Co.|1|BOP-BrewOnPremise|not listed|not listed|maine|19765
Royersford Brewing Company, LLC|1|Brewpub|not listed|not listed|nevada|19769
Seychelles Breweries Limited (SBL)|1|Contract|not listed|not listed|utah|19773
The Fox & Newt / Fox Beer Co.|1|Contract|not listed|not listed|texas|19774
Ghost River Brewing|1|Mircobrewery|not listed|not listed|minnesota|19776
MBF Company / Boxer Brews|1|Contract|not listed|not listed|rhode-island|19788
Wimberley Brewing Company And Brewpub|1|Brewpub-Closed|not listed|not listed|washington-dc|19798
Gentlemens Brewing Company Pty Ltd|1|RegionalBrewery|not listed|not listed|south-carolina|19806
Lovely Valley Beverage Factory|1|Brewpub-Closed|not listed|not listed|florida|19808
Tailgate Beer|1|Microbrewery-Closed|not listed|not listed|new-york|19812
Crown Valley Brewing & Distilling Co.|1|Mircobrewery|not listed|not listed|idaho|19832
Mayfield Brewing Company|1|Brewpub|not listed|not listed|illinois|19837
Stone & Wood|1|Microbrewery|not listed|not listed|california|19844
Factory Beer|1|RegionalBrewery|not listed|not listed|west-virginia|19854
Brauerei Gusswerk GmbH|1|ContractBrewery|not listed|not listed|kansas|19865
Upright Brewing Company|1|Contract|not listed|not listed|florida|19866
Whitstran Brewing Company|1|Microbrewery|not listed|not listed|hawaii|19868
Norfolk Square Brewery|1|Brewpub|not listed|not listed|wyoming|19886
Andwell Brewing Company|1|Mircobrewery|not listed|not listed|alabama|19891
Evolution Craft Brewing Company|1|RegionalBrewery|not listed|not listed|texas|19897
Salmon River Brewery|1|Microbrewery-Closed|not listed|not listed|hawaii|19911
Pale Horse Brewing Company|1|Contract|not listed|not listed|utah|19915
Penobscot Bay Brewery|1|Contract|not listed|not listed|maine|19916
Frosty Knuckle Brewing Company|1|ContractBrewery-Closed|not listed|not listed|texas|19928
Qvänum Mat & Malt|1|Brewpub-Closed|not listed|not listed|nevada|19929
Lagniappe Brewing Company|1|Microbrewery-Closed|not listed|not listed|iowa|19932
SKW Brewing|1|Brewpub|not listed|not listed|idaho|20009
Five Seasons Westside|1|Contract|not listed|not listed|new-jersey|20017
Traditional Scottish Ales|1|Mircobrewery|not listed|not listed|utah|20039
The Hartford Better Beer Co.|1|RegionalBrewery|not listed|not listed|alaska|20058
Lautertaler Hausbrauerei|1|Brewpub|not listed|not listed|california|20091
Pri Kmeta - The Mayor Brewpub|1|ContractBrewery|not listed|not listed|montana|20104
Les Brasseurs Du Temps|1|Brewpub-Closed|not listed|not listed|idaho|20132
Püttner Bräu|1|ContractBrewery-Closed|not listed|not listed|south-dakota|20160
Golden Hills Brewing Co.|1|ContractBrewery-Closed|not listed|not listed|tennessee|20173
Aktienbrauerei Flims Surselva AG|1|BOP-BrewOnPremise-Closed|not listed|not listed|north-dakota|20175
Brauhaus Sternen AG|1|ContractBrewery-Closed|not listed|not listed|alaska|20176
Black Creek Historic Brewery|1|Mircobrewery|not listed|not listed|tennessee|20220
Kirkwood Station Brewing Company|1|Microbrewery-Closed|not listed|not listed|alabama|20268
Old North State Winery And Brewery|1|Brewpub-Closed|not listed|not listed|puerto-rico|20288
Long Ireland Beer Company|1|Microbrewery-Closed|not listed|not listed|oklahoma|20345
Deadwood Café & Brewery|1|MultitapBar|not listed|not listed|oklahoma|20357
Phoenix Beverages Group|1|BOP-BrewOnPremise|not listed|not listed|maryland|20360
Cervecería Calchaquí|1|RegionalBrewery|not listed|not listed|ohio|20372
Orcutt Brew Company|1|Microbrewery|not listed|not listed|nevada|20389
The Ruddy Duck Brewery And Grill|1|MultitapBar|not listed|not listed|nebraska|20400
Cocoa Beach Brewing Company|1|Microbrewery-Closed|not listed|not listed|nebraska|20409
White Birch Brewing|1|ContractBrewery-Closed|not listed|not listed|iowa|20417
Dust Bowl Brewing Company|1|BOP-BrewOnPremise|not listed|not listed|louisiana|20430
The 3 Brewers|1|BOP-BrewOnPremise|not listed|not listed|minnesota|20431
Purple Moose Brewery|1|RegionalBrewery|not listed|not listed|hawaii|20459
Hornbeer|1|Mircobrewery|not listed|not listed|oregon|20472
Fire Island Beer Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|new-york|20476
Copper Mountain Beverage Company|1|BOP-BrewOnPremise|not listed|not listed|west-virginia|20481
Kori Kori No Kuni|1|MultitapBar|not listed|not listed|nebraska|20501
Shiroyama Brewery|1|Brewpub-Closed|not listed|not listed|hawaii|20502
Brauerei Lieberth|1|Microbrewery-Closed|not listed|not listed|kansas|20506
Kr&#257;slavas Avots|1|ContractBrewery|not listed|not listed|rhode-island|20508
Brouwerij Verstraete|1|ContractBrewery|not listed|not listed|idaho|20509
Brasserie Artisanale du Centre|1|Microbrewery-Closed|not listed|not listed|minnesota|20511
Små Vesen Bryggeri|1|BOP-BrewOnPremise|not listed|not listed|maine|20531
Dalgety Brewing Company|1|ContractBrewery-Closed|not listed|not listed|tennessee|20534
ALDI Stores Australia|1|Contract|not listed|not listed|south-carolina|20535
Highlander Brew Co.|1|BOP-BrewOnPremise|not listed|not listed|north-dakota|20563
Byggver Bryggeri|1|Brewpub-Closed|not listed|not listed|oregon|20592
Cheshire Valley Brewing Company|1|Mircobrewery|not listed|not listed|arkansas|20594
Karmeliter Bräu|1|Brewpub|not listed|not listed|new-jersey|20595
Brauerei BierVision Monstein AG|1|ContractBrewery-Closed|not listed|not listed|michigan|20601
Inderøy Gårdsbryggeri|1|ContractBrewery|not listed|not listed|kansas|20608
Oyster House|1|Brewpub|not listed|not listed|arkansas|20630
Steer Museumsbräu|1|Mircobrewery|not listed|not listed|indiana|20634
Bierhalle|1|ContractBrewery-Closed|not listed|not listed|oklahoma|20637
DUFF Sales & Marketing E.K.|1|RegionalBrewery|not listed|not listed|georgia|20638
Surgenor Brewing Company|1|Microbrewery|not listed|not listed|west-virginia|20639
Brainerd Lakes Brewery|1|BOP-BrewOnPremise-Closed|not listed|not listed|idaho|20657
7 Seas Brewery and Taproom|1|Brewpub|not listed|not listed|colorado|20658
Bodega Artesana|1|Contract|not listed|not listed|wyoming|20669
Sun King Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|hawaii|20672
Fremont Brewing Company|1|ContractBrewery-Closed|not listed|not listed|arizona|20680
Maine Beer Company|1|Mircobrewery|not listed|not listed|montana|20681
Microbirrificio Opperbacco|1|Microbrewery|not listed|not listed|south-dakota|20682
Karma|1|Brewpub-Closed|not listed|not listed|north-carolina|20683
Maltus Faber|1|Microbrewery|not listed|not listed|kentucky|20684
16 Mile Brewing Company|1|Brewpub|not listed|not listed|kansas|20688
White Rabbit|1|Brewpub-Closed|not listed|not listed|tennessee|20689
Brewer S.R.O.|1|MultitapBar|not listed|not listed|new-mexico|20706
The Fat Cat Beer Company|1|Brewpub-Closed|not listed|not listed|oregon|20707
Mustang Brewing Company|1|Microbrewery|not listed|not listed|virginia|20708
Ishikawa Brewery Co., Ltd|1|Microbrewery-Closed|not listed|not listed|kansas|20721
The Flowerpots Brewery / The Flowerpots Inn|1|BOP-BrewOnPremise-Closed|not listed|not listed|maine|20727
Browarmia Królewkska|1|BOP-BrewOnPremise|not listed|not listed|new-hampshire|20728
Hart & Thistle|1|MultitapBar|not listed|not listed|alabama|20729
Dunbar Brewing|1|ContractBrewery-Closed|not listed|not listed|wyoming|20757
Greenport Harbor Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|rhode-island|20766
Browar Ciechan|1|Brewpub|not listed|not listed|nevada|20775
The Celt Experience Brewery|1|BOP-BrewOnPremise|not listed|not listed|south-carolina|20776
Quarry Brewing Company|1|RegionalBrewery|not listed|not listed|georgia|20777
Maxim Brewery|1|RegionalBrewery|not listed|not listed|utah|20778
Vanuatu Brewing Ltd.|1|Brewpub|not listed|not listed|wyoming|20779
Caru' Cu Bere|1|BOP-BrewOnPremise|not listed|not listed|kentucky|20781
Vilniaus Alus UAB|1|Contract|not listed|not listed|michigan|20782
Bir&#371; Alus|1|Microbrewery-Closed|not listed|not listed|maryland|20783
Passport Brewhaus|1|Brewpub-Closed|not listed|not listed|missouri|20784
"UAB ""Astravo"""|1|MultitapBar|not listed|not listed|alabama|20788
North Cotswold Brewery|1|RegionalBrewery|not listed|not listed|minnesota|20789
Bristol Beer Factory|1|Brewpub|not listed|not listed|pennsylvania|20791
Vilkmerg&#279;s Alus|1|ContractBrewery-Closed|not listed|not listed|massachusetts|20810
Cervezas Fernández Pons|1|ContractBrewery|not listed|not listed|louisiana|20811
Ægir Bryggeri|1|Brewpub|not listed|not listed|new-mexico|20864
Black Bear Brewery|1|Mircobrewery|not listed|not listed|delaware|20873
Fireman's Brew, Inc.|1|ContractBrewery-Closed|not listed|not listed|ohio|20878
Brauerei Georg Meister|1|Brewpub-Closed|not listed|not listed|louisiana|20898
Arctic Fox Brewing|1|Contract|not listed|not listed|washington-dc|20913
Vofas-Engelman|1|BOP-BrewOnPremise-Closed|not listed|not listed|arkansas|20914
Statale Nove|1|Microbrewery|not listed|not listed|alaska|20970
Gallia Omnia|1|BOP-BrewOnPremise-Closed|not listed|not listed|rhode-island|20972
The Blind Pig Brewery|1|ContractBrewery-Closed|not listed|not listed|arkansas|20982
Bürgerbräu Bad Reichenhall|1|ContractBrewery-Closed|not listed|not listed|new-mexico|20986
Becker Brewing Company|1|Contract|not listed|not listed|new-york|20988
Mistura Clássica|1|BOP-BrewOnPremise-Closed|not listed|not listed|texas|20990
Cervejaria Rasen Bier Ltda|1|BOP-BrewOnPremise|not listed|not listed|kansas|20991
Battered Boar Brewing Company|1|BOP-BrewOnPremise|not listed|not listed|utah|20998
Wicküler Brauerei GmbH|1|BOP-BrewOnPremise-Closed|not listed|not listed|virginia|21001
Brauerei Sester GMBH|1|Brewpub|not listed|not listed|georgia|21002
Løkken Bryghus|1|Brewpub-Closed|not listed|not listed|tennessee|21005
Brasseurs Illimités|1|Mircobrewery|not listed|not listed|south-dakota|21006
Cayucos Brewing Company|1|RegionalBrewery|not listed|not listed|tennessee|21012
The Idle Brewery|1|Contract|not listed|not listed|iowa|21040
Holy Brew Brewing Company|1|Microbrewery-Closed|not listed|not listed|louisiana|21058
Doppelganger's Bar & Grill|1|Microbrewery-Closed|not listed|not listed|west-virginia|21073
World Brews|1|Mircobrewery|not listed|not listed|kentucky|21092
Milwaukee Ale House|1|RegionalBrewery|not listed|not listed|washington|21093
Birrificio Pausa Cafe|1|ContractBrewery-Closed|not listed|not listed|nevada|21104
Brauerei Bayer Theinheim|1|Brewpub-Closed|not listed|not listed|kansas|21108
Facer's Flintshire Brewery|1|Brewpub|not listed|not listed|montana|21109
Ludlow Brewing Company|1|ContractBrewery|not listed|not listed|iowa|21112
Box Steam Brewery|1|ContractBrewery-Closed|not listed|not listed|pennsylvania|21113
Scamark|1|BOP-BrewOnPremise-Closed|not listed|not listed|michigan|21114
Growler Craft Brewery|1|ContractBrewery-Closed|not listed|not listed|indiana|21138
Broadway Brewery & Restaurant|1|Brewpub|not listed|not listed|delaware|21153
Swamp Head Brewery & Tasting Room|1|Mircobrewery|not listed|not listed|arizona|21154
Inducerv SA|1|Microbrewery-Closed|not listed|not listed|new-hampshire|21200
Brasserie Cardinal|1|Microbrewery-Closed|not listed|not listed|pennsylvania|21201
Brauerei Schanzenbräu|1|MultitapBar|not listed|not listed|north-carolina|21239
Steinfels|1|Brewpub|not listed|not listed|utah|21242
Lil' Charlie's Restaurant & Brewery|1|Brewpub|not listed|not listed|puerto-rico|21243
Wolf Hills Brewing Company|1|Brewpub|not listed|not listed|new-hampshire|21257
Wallace Brewing / Orehouse Tasting Room|1|Contract|not listed|not listed|michigan|21274
Bellarine Brewing Co.|1|BOP-BrewOnPremise|not listed|not listed|oregon|21275
Fusion Brewing|1|Brewpub|not listed|not listed|texas|21277
Liechtensteiner Brauhaus|1|ContractBrewery-Closed|not listed|not listed|alaska|21278
Pen-lon Cottage Brewery|1|Mircobrewery|not listed|not listed|alaska|21279
Occy's Brewery|1|Contract|not listed|not listed|alaska|21280
Cowaramup Brewing Company|1|BOP-BrewOnPremise|not listed|not listed|new-york|21281
BJ's Restaurant|1|ContractBrewery-Closed|not listed|not listed|maryland|21316
Cool Springs Brewery|1|Contract|not listed|not listed|georgia|21329
Nova Paka Brewery|1|BOP-BrewOnPremise|not listed|not listed|wyoming|21333
Brecknock Brewing|1|Brewpub|not listed|not listed|new-mexico|21334
Duggan's Brewery|1|Contract|not listed|not listed|puerto-rico|21336
Great Dane Pub & Brewing Company (Wausau)|1|ContractBrewery|not listed|not listed|alaska|21340
Four Friends Brewing|1|Microbrewery-Closed|not listed|not listed|massachusetts|21359
Jolly Pumpkin Cafe And Brewery Ann Arbor|1|RegionalBrewery|not listed|not listed|north-carolina|21363
Brauerei Hofmann Hohenschwärz|1|ContractBrewery-Closed|not listed|not listed|wyoming|21366
Brauerei Stadtguet|1|Brewpub-Closed|not listed|not listed|new-hampshire|21378
Big Muddy Brewing|1|ContractBrewery-Closed|not listed|not listed|nebraska|21396
Dave's BrewFarm|1|BOP-BrewOnPremise|not listed|not listed|kentucky|21405
Plan B Brewing|1|BOP-BrewOnPremise|not listed|not listed|maine|21407
Pacific Kingdom Trading|1|Brewpub|not listed|not listed|iowa|21421
Vakka-Suomen Panimo|1|Mircobrewery|not listed|not listed|delaware|21429
Doctors Orders Brewing|1|Microbrewery-Closed|not listed|not listed|utah|21430
Kosciuszko Brewing Company|1|BOP-BrewOnPremise-Closed|not listed|not listed|arkansas|21431
River Side Brewery & Restaurant|1|Brewpub|not listed|not listed|new-york|21432
BJ's Restaurant And Brewhouse|1|ContractBrewery-Closed|not listed|not listed|puerto-rico|21445
Ladyface Ale Companie|1|Contract|not listed|not listed|south-dakota|21448
Sonoma Springs Brewing Co.|1|ContractBrewery|not listed|not listed|oregon|21449
Microbrouwerij Den Triest|1|BOP-BrewOnPremise|not listed|not listed|wisconsin|21465
Nile Breweries (SAB)|1|ContractBrewery-Closed|not listed|not listed|vermont|21470
Parambot Breweries|1|Brewpub|not listed|not listed|utah|21471
Morgantown Brewing Company|1|Microbrewery|not listed|not listed|alabama|21473
North Peak Brewing Company|1|Microbrewery|not listed|not listed|north-carolina|21497
Hofbrauhaus Wolters GmbH|1|BOP-BrewOnPremise-Closed|not listed|not listed|louisiana|21505
Battlefield Brewing Co At The Pub|1|Mircobrewery|not listed|not listed|arizona|21508
Whitehead|1|Brewpub-Closed|not listed|not listed|utah|21512
OPA Bier|1|BOP-BrewOnPremise|not listed|not listed|washington|21514
Kirkland Signature / Costco Wholesale Corporation|1|Brewpub|not listed|not listed|puerto-rico|21516
Denali Brewing Company / Twister Creek Restaurant|1|BOP-BrewOnPremise-Closed|not listed|not listed|north-carolina|21517
Palouse Falls Brewing Company|1|Microbrewery|not listed|not listed|nevada|21528
Hop City Brewing Co.|1|Brewpub|not listed|not listed|maryland|21537
Grove Street Brewhouse|1|Contract|not listed|not listed|delaware|21566
Odin Brewing Company|1|Brewpub-Closed|not listed|not listed|oregon|21567
Horse Heaven Hills Brewery|1|Microbrewery|not listed|not listed|rhode-island|21568
Drummond Brewing Company|1|Mircobrewery|not listed|not listed|wisconsin|21589
Ram Restaurant & Brewery|1|Mircobrewery|not listed|not listed|pennsylvania|21590
Sleepy Dog Brewery|1|Microbrewery-Closed|not listed|not listed|arizona|21591
Hauff-Brau|1|RegionalBrewery|not listed|not listed|texas|21592
MonkSouth (Thirsty Monk South)|1|Contract|not listed|not listed|georgia|21593
Officina Della Birra|1|Contract|not listed|not listed|illinois|21597
Gentleman Scholar Brewing Co.|1|Contract|not listed|not listed|connecticut|21623
Six Row Brewing Company|1|Brewpub|not listed|not listed|arkansas|21631
Jailhouse Brewing Company|1|RegionalBrewery|not listed|not listed|washington|21635
Dachsbräu|1|Microbrewery|not listed|not listed|washington|21636
Hamburger Mary's Rec Room|1|Microbrewery|not listed|not listed|new-york|21641
Gaststätte Zum Bautzner Tor|1|Microbrewery|not listed|not listed|massachusetts|21648
United Brands Company|1|Brewpub-Closed|not listed|not listed|texas|21678
Stensbogaard Bryghus|1|ContractBrewery|not listed|not listed|oklahoma|21680
The Lucky Monk|1|ContractBrewery|not listed|not listed|tennessee|21683
Bewdley Brewery Co.|1|MultitapBar|not listed|not listed|hawaii|21721
Island Brew|1|Contract|not listed|not listed|pennsylvania|21722
Gattopardo Cervejaria|1|Mircobrewery|not listed|not listed|kentucky|21727
Brouwerij Dilewyns|1|BOP-BrewOnPremise-Closed|not listed|not listed|utah|21734
